temperature_c,humidity_pct,distance_mm_day,tilt_deg,risk_level
34.41,72.23,0.111,-0.459,SAFE
28.17,59.65,0.14,0.627,SAFE
25.67,89.65,2.265,-0.455,WARNING
24.84,55.25,0.132,1.127,SAFE
25.86,90.26,2.195,-0.101,WARNING
26.56,65.42,0.096,0.537,SAFE
26.94,48.49,0.078,0.597,SAFE
26.67,81.42,0.5,-0.502,WARNING
25.27,66.51,1.212,-1.643,WARNING
24.41,75.21,0.076,0.289,SAFE
24.55,79.69,0.092,0.058,SAFE
24.42,69.06,0.17,0.445,SAFE
28.4,57.89,0.142,-0.181,SAFE
26.78,76.71,0.034,-0.344,SAFE
16.18,65.01,1.142,1.607,WARNING
26.97,73.23,0.113,-1.178,SAFE
25.58,40.0,0.174,0.587,SAFE
24.94,70.36,0.046,-0.46,SAFE
23.83,57.34,0.101,-0.269,SAFE
28.37,84.84,3.485,-0.254,WARNING
27.84,72.48,0.226,-0.643,SAFE
22.68,67.88,0.113,0.457,SAFE
26.22,70.84,0.127,1.113,SAFE
22.09,53.02,0.116,0.376,SAFE
20.86,84.48,1.985,0.083,WARNING
23.12,88.9,0.743,-0.789,WARNING
27.59,69.71,0.064,0.413,SAFE
27.86,84.08,1.78,1.725,WARNING
26.54,58.17,0.026,-0.305,SAFE
27.18,55.43,0.085,-0.301,SAFE
26.55,65.49,0.122,-0.449,SAFE
23.08,70.22,0.092,-0.392,SAFE
26.3,60.27,1.72,-2.196,WARNING
27.4,71.45,0.107,0.324,SAFE
27.26,68.68,0.122,-0.676,SAFE
28.57,53.02,0.69,-1.288,WARNING
27.12,71.23,0.214,0.603,SAFE
26.05,75.36,1.485,-0.866,WARNING
28.21,67.06,0.0,-0.271,SAFE
24.92,78.83,2.016,1.173,WARNING
22.35,50.39,0.166,-1.127,SAFE
24.51,70.62,2.636,-1.226,WARNING
22.77,50.96,0.15,0.215,SAFE
